image_id,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,tag1,tag2,tag3,score,split,category,scene_conf,is_generated
591979,0.0,0.008130081300813009,0.016260162601626018,0.10569105691056911,0.36585365853658536,0.35772357723577236,0.13008130081300814,0.0,0.008130081300813009,0.008130081300813009,15,28,738,5.5284552845528445,val,ocean,0.943,0
303746,0.027874564459930314,0.03832752613240418,0.0975609756097561,0.20557491289198607,0.24390243902439024,0.2264808362369338,0.07665505226480836,0.05574912891986063,0.017421602787456445,0.010452961672473868,1,12,459,5.041811846689895,val,jail_cell,0.5332,0
510982,0.02358490566037736,0.04716981132075472,0.14622641509433962,0.2641509433962264,0.24056603773584906,0.14622641509433962,0.07547169811320754,0.03773584905660377,0.0047169811320754715,0.014150943396226415,12,15,682,4.707547169811321,val,raft,0.6242,0
44363,0.004273504273504274,0.008547008547008548,0.05555555555555555,0.14102564102564102,0.2564102564102564,0.21794871794871795,0.16666666666666666,0.05128205128205128,0.05128205128205128,0.04700854700854701,14,21,153,5.850427350427351,val,forest_road,0.4585,0
397739,0.0,0.0,0.047619047619047616,0.07936507936507936,0.24867724867724866,0.31746031746031744,0.14814814814814814,0.06878306878306878,0.0582010582010582,0.031746031746031744,0,0,557,6.037037037037037,val,balcony/interior,0.321,0
346152,0.0035971223021582736,0.025179856115107913,0.07913669064748201,0.19424460431654678,0.25539568345323743,0.2517985611510791,0.11870503597122302,0.050359712230215826,0.014388489208633094,0.007194244604316547,14,27,508,5.2913669064748206,val,hayfield,0.6275,0
430961,0.0,0.009900990099009901,0.013201320132013201,0.11551155115511551,0.2838283828382838,0.27722772277227725,0.1353135313531353,0.11551155115511551,0.019801980198019802,0.0297029702970297,10,16,591,5.9504950495049505,val,podium/outdoor,0.9309,0
24267,0.0,0.009345794392523364,0.0,0.102803738317757,0.2803738317757009,0.29906542056074764,0.19626168224299065,0.09345794392523364,0.009345794392523364,0.009345794392523364,18,21,104,5.925233644859813,val,home_office,0.2614,0
384717,0.00816326530612245,0.004081632653061225,0.04081632653061224,0.16326530612244897,0.4163265306122449,0.2571428571428571,0.08571428571428572,0.02040816326530612,0.0,0.004081632653061225,10,20,536,5.220408163265305,val,doorway/outdoor,0.7022,0
777925,0.007692307692307693,0.007692307692307693,0.038461538461538464,0.1076923076923077,0.3769230769230769,0.33076923076923076,0.09230769230769231,0.038461538461538464,0.0,0.0,0,0,1003,5.392307692307693,val,beach,0.6371,0
246223,0.004524886877828055,0.004524886877828055,0.058823529411764705,0.12217194570135746,0.2895927601809955,0.24434389140271492,0.14027149321266968,0.08144796380090498,0.027149321266968326,0.027149321266968326,5,35,393,5.742081447963802,val,harbor,0.5036,0
45426,0.09606986899563319,0.09170305676855896,0.15283842794759825,0.19213973799126638,0.2096069868995633,0.09170305676855896,0.10043668122270742,0.034934497816593885,0.021834061135371178,0.008733624454148471,4,16,155,4.3711790393013095,val,sandbox,0.482,0
703002,0.0,0.0189873417721519,0.03164556962025317,0.12025316455696203,0.4620253164556962,0.26582278481012656,0.0759493670886076,0.0189873417721519,0.0,0.006329113924050633,0,0,886,5.265822784810127,val,pond,0.7734,0
46173,0.0,0.007547169811320755,0.04150943396226415,0.1018867924528302,0.12452830188679245,0.2679245283018868,0.2,0.1471698113207547,0.06415094339622641,0.045283018867924525,21,0,158,6.384905660377359,val,jail_cell,0.7488,0
33322,0.015228426395939087,0.04060913705583756,0.07614213197969544,0.2233502538071066,0.26903553299492383,0.13705583756345177,0.15736040609137056,0.050761421319796954,0.015228426395939087,0.015228426395939087,15,57,129,5.182741116751269,val,forest/needleleaf,0.314,0
217946,0.003424657534246575,0.010273972602739725,0.04794520547945205,0.0958904109589041,0.3835616438356164,0.25,0.136986301369863,0.030821917808219176,0.030821917808219176,0.010273972602739725,14,0,368,5.554794520547945,val,picnic_area,0.9589,0
52285,0.03867403314917127,0.07734806629834254,0.13259668508287292,0.27624309392265195,0.30386740331491713,0.09392265193370165,0.03867403314917127,0.03314917127071823,0.0055248618784530384,0.0,5,19,168,4.364640883977901,val,veterinarians_office,0.6374,0
112157,0.007220216606498195,0.01444043321299639,0.1299638989169675,0.18772563176895307,0.3140794223826715,0.1588447653429603,0.1299638989169675,0.02527075812274368,0.02527075812274368,0.007220216606498195,0,0,266,5.111913357400722,val,art_studio,0.4338,0
764577,0.010752688172043012,0.035842293906810034,0.06451612903225806,0.13261648745519714,0.24731182795698925,0.26523297491039427,0.13978494623655913,0.035842293906810034,0.043010752688172046,0.025089605734767026,17,40,991,5.53763440860215,val,orchard,0.3404,0
490908,0.0,0.05333333333333334,0.06666666666666667,0.2733333333333333,0.4066666666666667,0.14666666666666667,0.02666666666666667,0.02,0.006666666666666667,0.0,0,0,645,4.72,val,dining_car,0.9501,0
375892,0.00510204081632653,0.00510204081632653,0.04591836734693878,0.1326530612244898,0.3520408163265306,0.3010204081632653,0.12244897959183673,0.025510204081632654,0.01020408163265306,0.0,8,9,533,5.403061224489795,val,playground,0.4688,0
795121,0.0,0.05303030303030303,0.045454545454545456,0.05303030303030303,0.18181818181818182,0.2878787878787879,0.17424242424242425,0.09848484848484848,0.045454545454545456,0.06060606060606061,15,52,1032,6.113636363636364,val,forest/needleleaf,0.6015,0
57243,0.0,0.0,0.040160642570281124,0.10843373493975904,0.19678714859437751,0.2248995983935743,0.21285140562248997,0.11646586345381527,0.06827309236947791,0.0321285140562249,0,0,181,6.244979919678714,val,oilrig,0.2565,0
28868,0.03349282296650718,0.03827751196172249,0.07655502392344497,0.1722488038277512,0.291866028708134,0.20574162679425836,0.10526315789473684,0.05741626794258373,0.014354066985645933,0.004784688995215311,22,0,117,5.095693779904305,val,firing_range/indoor,0.9541,0
313062,0.025906735751295335,0.10880829015544041,0.15025906735751296,0.22279792746113988,0.29533678756476683,0.09326424870466321,0.046632124352331605,0.046632124352331605,0.0,0.010362694300518135,8,9,471,4.424870466321243,val,badminton_court/indoor,0.8862,0
737893,0.0,0.01948051948051948,0.01948051948051948,0.08441558441558442,0.2662337662337662,0.4090909090909091,0.14285714285714285,0.03896103896103896,0.0,0.01948051948051948,2,20,944,5.7272727272727275,val,skyscraper,0.7796,0
877578,0.016,0.032,0.064,0.336,0.432,0.12,0.0,0.0,0.0,0.0,0,0,1207,4.496,val,toyshop,0.6096,0
693391,0.0,0.013422818791946308,0.006711409395973154,0.12080536912751678,0.4161073825503356,0.3422818791946309,0.06711409395973154,0.013422818791946308,0.013422818791946308,0.006711409395973154,17,50,871,5.429530201342282,val,sandbox,0.1679,0
38087,0.051643192488262914,0.018779342723004695,0.11267605633802817,0.25821596244131456,0.3004694835680751,0.14553990610328638,0.051643192488262914,0.051643192488262914,0.009389671361502348,0.0,16,17,138,4.694835680751173,val,forest/broadleaf,0.2539,0
