image_id,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,tag1,tag2,tag3,score,split,category,scene_conf,is_generated,scene_tail_bucket
510982,0.0235849056603773,0.0471698113207547,0.1462264150943396,0.2641509433962264,0.240566037735849,0.1462264150943396,0.0754716981132075,0.0377358490566037,0.0047169811320754,0.0141509433962264,12,15,682,4.707547169811321,val,raft,0.6242,0,long_tail_scene
44363,0.0042735042735042,0.0085470085470085,0.0555555555555555,0.141025641025641,0.2564102564102564,0.2179487179487179,0.1666666666666666,0.0512820512820512,0.0512820512820512,0.047008547008547,14,21,153,5.850427350427351,val,forest_road,0.4585,0,long_tail_scene
397739,0.0,0.0,0.0476190476190476,0.0793650793650793,0.2486772486772486,0.3174603174603174,0.1481481481481481,0.0687830687830687,0.0582010582010582,0.0317460317460317,0,0,557,6.037037037037037,val,balcony/interior,0.321,0,long_tail_scene
346152,0.0035971223021582,0.0251798561151079,0.079136690647482,0.1942446043165467,0.2553956834532374,0.2517985611510791,0.118705035971223,0.0503597122302158,0.014388489208633,0.0071942446043165,14,27,508,5.2913669064748206,val,hayfield,0.6275,0,long_tail_scene
430961,0.0,0.0099009900990099,0.0132013201320132,0.1155115511551155,0.2838283828382838,0.2772277227722772,0.1353135313531353,0.1155115511551155,0.0198019801980198,0.0297029702970297,10,16,591,5.950495049504951,val,podium/outdoor,0.9309,0,long_tail_scene
24267,0.0,0.0093457943925233,0.0,0.102803738317757,0.2803738317757009,0.2990654205607476,0.1962616822429906,0.0934579439252336,0.0093457943925233,0.0093457943925233,18,21,104,5.925233644859813,val,home_office,0.2614,0,long_tail_scene
384717,0.0081632653061224,0.0040816326530612,0.0408163265306122,0.1632653061224489,0.4163265306122449,0.2571428571428571,0.0857142857142857,0.0204081632653061,0.0,0.0040816326530612,10,20,536,5.220408163265305,val,doorway/outdoor,0.7022,0,long_tail_scene
217946,0.0034246575342465,0.0102739726027397,0.047945205479452,0.0958904109589041,0.3835616438356164,0.25,0.136986301369863,0.0308219178082191,0.0308219178082191,0.0102739726027397,14,0,368,5.554794520547945,val,picnic_area,0.9589,0,long_tail_scene
112157,0.0072202166064981,0.0144404332129963,0.1299638989169675,0.187725631768953,0.3140794223826715,0.1588447653429603,0.1299638989169675,0.0252707581227436,0.0252707581227436,0.0072202166064981,0,0,266,5.111913357400722,val,art_studio,0.4338,0,long_tail_scene
490908,0.0,0.0533333333333333,0.0666666666666666,0.2733333333333333,0.4066666666666667,0.1466666666666666,0.0266666666666666,0.02,0.0066666666666666,0.0,0,0,645,4.72,val,dining_car,0.9501,0,long_tail_scene
375892,0.0051020408163265,0.0051020408163265,0.0459183673469387,0.1326530612244898,0.3520408163265306,0.3010204081632653,0.1224489795918367,0.0255102040816326,0.010204081632653,0.0,8,9,533,5.403061224489795,val,playground,0.4688,0,long_tail_scene
57243,0.0,0.0,0.0401606425702811,0.108433734939759,0.1967871485943775,0.2248995983935743,0.2128514056224899,0.1164658634538152,0.0682730923694779,0.0321285140562249,0,0,181,6.244979919678714,val,oilrig,0.2565,0,long_tail_scene
28868,0.0334928229665071,0.0382775119617224,0.0765550239234449,0.1722488038277512,0.291866028708134,0.2057416267942583,0.1052631578947368,0.0574162679425837,0.0143540669856459,0.0047846889952153,22,0,117,5.095693779904305,val,firing_range/indoor,0.9541,0,long_tail_scene
313062,0.0259067357512953,0.1088082901554404,0.1502590673575129,0.2227979274611398,0.2953367875647668,0.0932642487046632,0.0466321243523316,0.0466321243523316,0.0,0.0103626943005181,8,9,471,4.424870466321243,val,badminton_court/indoor,0.8862,0,long_tail_scene
906709,0.0,0.0336134453781512,0.0168067226890756,0.1008403361344537,0.3025210084033613,0.3781512605042016,0.1260504201680672,0.0168067226890756,0.0084033613445378,0.0168067226890756,9,39,1250,5.563025210084033,val,raceway,0.9392,0,long_tail_scene
716591,0.0,0.0131578947368421,0.0394736842105263,0.1184210526315789,0.5,0.2565789473684211,0.0592105263157894,0.0131578947368421,0.0,0.0,17,21,901,5.177631578947369,val,ballroom,0.3585,0,long_tail_scene
357064,0.0,0.0145631067961165,0.0145631067961165,0.0679611650485436,0.1941747572815534,0.3009708737864077,0.2233009708737864,0.087378640776699,0.0631067961165048,0.0339805825242718,27,38,516,6.291262135922331,val,desert/vegetation,0.4212,0,long_tail_scene
848453,0.0,0.0079681274900398,0.0239043824701195,0.1235059760956175,0.3426294820717131,0.350597609561753,0.095617529880478,0.0358565737051792,0.0159362549800796,0.0039840637450199,15,19,1154,5.537848605577689,val,hot_spring,0.6709,0,long_tail_scene
631234,0.0157480314960629,0.0236220472440944,0.0433070866141732,0.1338582677165354,0.2755905511811024,0.3149606299212598,0.1181102362204724,0.0551181102362204,0.0078740157480314,0.0118110236220472,0,0,802,5.452755905511811,val,limousine_interior,0.7488,0,long_tail_scene
900850,0.0,0.0,0.0,0.0542635658914728,0.2790697674418604,0.3875968992248062,0.1550387596899224,0.0697674418604651,0.0232558139534883,0.0310077519379844,0,0,1236,6.10077519379845,val,moat/water,0.9129,0,long_tail_scene
247868,0.0,0.010752688172043,0.053763440860215,0.1021505376344086,0.3279569892473118,0.2956989247311828,0.1075268817204301,0.0483870967741935,0.0376344086021505,0.0161290322580645,11,21,394,5.645161290322581,val,archive,0.1116,0,long_tail_scene
130836,0.0097087378640776,0.0339805825242718,0.087378640776699,0.3203883495145631,0.3543689320388349,0.1310679611650485,0.058252427184466,0.0048543689320388,0.0,0.0,4,14,291,4.62621359223301,val,cliff,0.8582,0,long_tail_scene
60151,0.0,0.018796992481203,0.0639097744360902,0.1766917293233082,0.3120300751879699,0.2406015037593984,0.1165413533834586,0.0413533834586466,0.0150375939849624,0.0150375939849624,1,3,190,5.372180451127819,val,car_interior/backseat,0.4357,0,long_tail_scene
8483,0.0107913669064748,0.0251798561151079,0.0323741007194244,0.1474820143884892,0.2841726618705036,0.2446043165467626,0.1546762589928057,0.0683453237410072,0.0251798561151079,0.0071942446043165,0,0,42,5.564748201438849,val,engine_room,0.6561,0,long_tail_scene
424299,0.0066225165562913,0.0,0.0397350993377483,0.2119205298013245,0.5165562913907285,0.1788079470198675,0.0331125827814569,0.0066225165562913,0.0,0.0066225165562913,0,0,581,4.9801324503311255,val,construction_site,0.5135,0,long_tail_scene
905413,0.0057803468208092,0.0115606936416184,0.0520231213872832,0.0693641618497109,0.1965317919075144,0.2601156069364161,0.2312138728323699,0.0982658959537572,0.0404624277456647,0.0346820809248554,31,0,1258,6.121387283236993,val,car_interior/frontseat,0.3594,0,long_tail_scene
126905,0.05,0.0714285714285714,0.2321428571428571,0.2928571428571428,0.2178571428571428,0.0714285714285714,0.0428571428571428,0.0107142857142857,0.0071428571428571,0.0035714285714285,15,0,287,4.064285714285714,val,river,0.7552,0,long_tail_scene
57839,0.024390243902439,0.08130081300813,0.1463414634146341,0.2560975609756097,0.3130081300813008,0.1138211382113821,0.040650406504065,0.0121951219512195,0.008130081300813,0.0040650406504065,29,31,185,4.394308943089431,val,bathroom,0.6004,0,long_tail_scene
950967,0.0239520958083832,0.0958083832335329,0.0838323353293413,0.2934131736526946,0.2694610778443114,0.1497005988023952,0.0419161676646706,0.029940119760479,0.0059880239520958,0.0059880239520958,28,62,1389,4.532934131736528,val,railroad_track,0.8618,0,long_tail_scene
401701,0.0039525691699604,0.0118577075098814,0.075098814229249,0.1581027667984189,0.3715415019762846,0.2687747035573122,0.0553359683794466,0.0513833992094861,0.0039525691699604,0.0,22,38,560,5.189723320158104,val,cloister/indoor,0.2537,0,long_tail_scene
